kshama                      ,	क्षमा               ,	क्	मम               
mahalka                     ,	महालका              ,	महालका              
mangalyan                   ,	मंगळयान             ,	मागगल्यान           
pittsburg                   ,	पिट्सबर्ग           ,	पिस्त्ररर           
madagasqara                 ,	मादागास्कर          ,	मागस्क्रर           
teravya                     ,	तेराव्या            ,	तेरव्याा            
handaseet                   ,	हँडसेट              ,	हंंससीत             
takaraayegaa                ,	टकरायेगा            ,	तककरेयगाा           
palmer                      ,	पामर                ,	पालमर               
chkaaknarea                 ,	चकाकणाऱया          ,	चककाणररेा           
julu                        ,	झुलू                ,	जुलू                
shenoy                      ,	शेनॉय               ,	शेनोय               
chakkajam                   ,	चक्काजाम            ,	चक्काम              
sinayksheytramdhe           ,	सिनेक्षेत्रामध्ये   ,	सिनकक्तेत््रममेे    
sudaan                      ,	सुदान               ,	सु	ान               
social                      ,	सोशल                ,	सोपियल              
tondaavar                   ,	तोंडावर             ,	तों	ावर             
lavnareanvirodhat           ,	लावणाऱ्यांविरोधात  ,	लावाररववविरोोात     
chaloo                      ,	चालूं               ,	चाूू                
jinkanaar                   ,	जिंकणार             ,	जिंकणार             
vakilas                     ,	वकिलास              ,	वकिलास              
mehunya                     ,	मेहुण्या            ,	मेहुन्या            
dasra                       ,	दसरा                ,		सरर                
septembar                   ,	सप्टेंबर            ,	सेप्ेंबबर           
holand                      ,	हॉलंड               ,	होलंं               
naagojee                    ,	नागोजी              ,	नागोजी              
chaalisache                 ,	चाळीसचे             ,	चालीसाचे            
bristol                     ,	ब्रिस्टॉल           ,	ब्रास्ोो            
yavelelasuddha              ,	यावेळेलासुद्धा      ,	यावेळलासु्््ा       
paqisthan                   ,	पाकिस्तान           ,	पकिस्््नन           
sodawale                    ,	सोडवले              ,	सो	ववे              
sterlite                    ,	स्टरलाईट            ,	स्रररिल             
sabhasadanna                ,	सभासदांना           ,	साासाांना           
elan                        ,	ईलॅन                ,	ललं                 
sanskaaracha                ,	संस्काराचा          ,	संस्काराचा          
shikavanyaasaatheedekheel   ,	शिकवण्यासाठीदेखील   ,	शिकवण्यासाीीाेीीी   
hoti                        ,	होती़               ,	होती                
vholvamadhye                ,	व्हॉल्वमध्ये        ,व्होलववमम्ये         
euless                      ,	इयुलेस              ,	यललसस               
prayogateel                 ,	प्रयोगातील          ,	प्रयोगातील          
kaagadapatraanchyaa         ,	कागदपत्रांच्या      ,	कागापपत्रांच्या     
timken                      ,	टिमकेन              ,	तिमकेन              
houseche                    ,	हाऊसचे              ,	होसेचे              
vyavsthaybdlchea            ,	व्यवस्थेबद्दलच्या   ,	व्यास्ा््बब््ेच     
lima                        ,	लिमा                ,	लिमा                
lagato                      ,	लागतो               ,	लगतोो               
solapur                     ,	सोलापूर             ,	सोलापुर             
gulabachee                  ,	गुलाबाची            ,	गुलाबाची            
atlantikmdhay               ,	अटलांटिकमध्ये       ,		त्ंंिंकमम्य        
magasvargiya                ,	मागासवर्गीय         ,	मागस्वररिया         
bahudha                     ,	बहुधा               ,	बहुुा               
chahaat                     ,	चहात                ,	चहातत               
vaarasaannaa                ,	वारसांना            ,	वररसाननना           
chinchaysha                 ,	चिंचेसह             ,	चिंच्यशा            
kathakali                   ,	कथकली               ,	काककीी              
lamb                        ,	लॅम्ब               ,	लाब                 
raashtreeyakrut             ,	राष्ट्रीयकृत        ,	रा््््रियकातत       
chukata                     ,	चुकता               ,	चुकता               
gundabarobar                ,	गुंडाबरोबर          ,	गुंबाबरोबर          
gruhkhateasarkhea           ,	गृहखात्यासारख्या    ,	गाहहाेेसाररी        
adhiniyamachya              ,	अधिनियमाच्या        ,			िनियामा्या        
sped                        ,	स्पीड               ,	ससपेस               
dhorananchi                 ,	धोरणांची            ,		ोरणांची            
vivahakherij                ,	विवाहाखेरीज         ,	विवाहारेरीज         
katri                       ,	कात्री              ,	कत्रर               
hugli                       ,	हगली                ,	हुगली               
parabhavanatar              ,	पराभवानंतर          ,	पराववणारर           
myanmarchya                 ,	म्यानमारच्या        ,	म्यानाारच्या        
jhabuaa                     ,	झाबुआ               ,		बबुा               
sambhal                     ,	संभल                ,	संंाल               
adhyapanachee               ,	अध्यापनाची          ,			्यापनाची          
roognalayanmadhyehee        ,	रुग्णालयांमध्येही   ,	रूगगलला्ाामम्येही   
somanshaastri               ,	सोमणशास्त्री        ,	सोमनशशससत्रीी       
sarvasaamaanyaanna          ,	सर्वसामान्यांना     ,	सर्वासमानाययाााा    
garde                       ,	गर्दे               ,	गार्े               
kramaankaavareel            ,	क्रमांकावरील        ,	क्रमंकाावरील        
audyogikaran                ,	औद्योगिकरण          ,			्योगिकरण          
dusaryach                   ,	दुसऱ्याच            ,		ुसर््यच            
jaltatwala                  ,	जलतत्वाला           ,	जलतत्वाला           
kramankavareel              ,	क्रमांकावरील        ,	क्रमांकावरील        
britannia                   ,	ब्रिटानिया          ,	ब्रितनन्या          
tapaman                     ,	तापमान              ,	तपपमा               
dohi                        ,	डोही                ,		ोही                
tadakafadakee               ,	तडकाफडकी            ,	ताकाकककी            
rakshanachi                 ,	रक्षणाची            ,	रक््णाची            
rosales                     ,	रुसेल्स             ,	रोसलेस              
prasadachee                 ,	प्रसादाची           ,	प्रसाााची           
konpharasasaathee           ,	कॉन्फरससाठी         ,	कोंरराससााी         
neal                        ,	निल                 ,	नील                 
shalimar                    ,	शालिमार             ,	शाळीमार             
ajita                       ,	अजित                ,		जिता               
spoarn                      ,	स्पॉर्न             ,	स्पारनन             
dangalipramaane             ,	दंगलीप्रमाणे        ,		ंंगलीप्रमाणे       
phalnichya                  ,	फाळणीच्या           ,		ालणीच्या           
twitar                      ,	ट्विटर              ,	त्वीतर              
milavalelyaa                ,	मिळवलेल्या          ,	मिळावलल््ाा         
ranbhumivar                 ,	रणभूमीवर            ,	रणनूुमीवर           
caunseylingchea             ,	काउन्सेलिंगच्या     ,	कान्सललिंगगचेा      
miikii                      ,	मिकी                ,	मिकिकी              
ivaate                      ,	इवाते               ,	वववेे               
tankarane                   ,	टँकरने              ,	तांकराेे            
saantwan                    ,	सांत्वन             ,	संंततनन             
deleon                      ,	डेलीयन              ,		ेलेन               
adii                        ,	आदी                 ,			ीय                
vikanyaachi                 ,	विकण्याची           ,	विकण्याचीच          
vyavasthetil                ,	व्यवस्थेतील         ,	व्यास्ााेतील        
raajubhaekde                ,	राजुभाईकडे          ,	राजुुाककेे          
khalavat                    ,	खालावत              ,		ालाा               
potakade                    ,	पोटाकडे             ,	पोकाकेे             
paadalyaa                   ,	पाडल्या             ,	पाल्यया             
puraanmatvadee              ,	पुराणमतवादी         ,	पुरणणमतववाी         
tankyaas                    ,	तनख्यास             ,	तंक्याास            
khalashanni                 ,	खलाशांनी            ,		ालाांंी            
zunheboto                   ,	झुनहेबोटो           ,		ुन्हेबोतो          
paakeeshtan                 ,	पाकिस्तान           ,	पककिश्णन            
vachal                      ,	वाचाल               ,	वाचल                
j
