kshama                      ,	क्षमा               ,	क्	मम               
vista                       ,	व्हिस्टा            ,	विस्ता              
kumarchya                   ,	कुमारच्या           ,	कुमारच्या           
bhidalyanantar              ,	भिडल्यानंतर         ,		िलल्यानंतर         
jeffri                      ,	जेफ्री              ,	जे	्री              
rica                        ,	रिका                ,	रिक                 
apavyay                     ,	अपव्यय              ,	अपव्यया             
sarasavalee                 ,	सरसावली             ,	सरसावल              
shrishaanthi                ,	श्रीशांतही          ,	शिराांंी            
hatgadeavron                ,	हातगाड्यावरुन       ,	हातगाेे्रवन         
sadhanet                    ,	साधनेत              ,	साधनेत              
trainmadhoon                ,	ट्रेनमधून           ,	ट्रेनमधून           
gtpl                        ,	जीटीपीएल            ,	जीटीपी              
jeyttimulay                 ,	जेट्टीमुळे          ,	जेत्तीमुुु          
mandirancha                 ,	मंदिरांचा           ,	मंदिरांचा           
basmati                     ,	बासमती              ,	बस्ताी              
shivasenetil                ,	शिवसेनेतील          ,	शिवसेनेतील          
jaraqhanda                  ,	झारखंड              ,	जराांंा             
shanghai                    ,	शांघाय              ,	शांाा               
nagarche                    ,	नगरचे               ,	नगरचेे              
yansandharbhatil            ,	यांसंदर्भातील       ,	यांसाधर्धातील       
naksheedaar                 ,	नक्षीदार            ,	नक्	ीदारा           
parqara                     ,	पार्कर              ,	पर्काा              
darwaja                     ,	दर्वाजा             ,	दरवाजा              
prashasanane                ,	प्रशासनाने          ,	प्रशासनाने          
fauntnachea                 ,	फाउंटनाच्या         ,	दांटटााच            
ishvareey                   ,	ईश्वरीय             ,		श्वरीय             
layton                      ,	लायटॉन              ,	लायोन               
peepars                     ,	पेपर्स              ,	पीपर्स              
antrvedeeteel               ,	अंतर्वेदीतील        ,	अंत्रवेदीतील        
siddi                       ,	सिद्दी              ,	सिद्दी              
sopareananter               ,	सोपाऱ्यानंतर       ,	सोपरेनननटर          
abhootparv                  ,	अभूतपर्व            ,	अधूतपर्व            
raahnareankdoon             ,	राहणाऱ्यांकडून     ,	राहररनेेकूून        
pawadersarkhi               ,	पावडरसारखी          ,	पावेरसारखी          
rufsane                     ,	रुफसने              ,	रु््ाने             
sansthlavaril               ,	संस्थळावरील         ,	संस््ाावरील         
fauntnaachea                ,	फाउंटनाच्या         ,		ांटनााचे           
sciencemadhye               ,	सायन्समध्ये         ,	स्सिसन्मध््ेे       
karli                       ,	कर्ली               ,	कर्ली               
brigade                     ,	ब्रिगेड             ,	ब्रिगेे             
sajavaa                     ,	सजवा                ,	साजााा              
praantacha                  ,	प्रांताचा           ,	प्रांताचा           
sadeanpramaneycha           ,	साड्यांप्रमाणेच     ,	सादनपपर्ममयययचा     
gardeechee                  ,	गर्दीची             ,	गर्दीची             
friendswood                 ,	फ्रेन्डसवुड         ,		्रेन्स्वूू         
wind                        ,	वाईंड               ,	विंद                
aambejogaaeche              ,	आंबेजोगाईचे         ,	आंबेजगगाेचे         
viveki                      ,	विवेकी              ,	विवेकी              
aslel                       ,	असलेले              ,	असलेल               
poleechi                    ,	पोळीची              ,	पोलीची              
dushkalachee                ,	दुष्काळाची          ,	दुश्काााची          
lavnyaavar                  ,	लावण्यावर           ,	लाव्याावर           
sheytkreanmulech            ,	शेतकऱ्यांमुळेच     ,	शिटक्ररींममुेच      
baachegaw                   ,	बाचेगाव             ,	बाेेााव             
rashhiyaa                   ,	रशिया               ,	रशशिया              
bhootakalateel              ,	भूतकाळातील          ,		ूकतलतीील           
balakachee                  ,	बालकाची             ,	बालकाची             
mckay                       ,	मॅके                ,	मेककय               
clark                       ,	क्लार्क             ,	क्लार्क             
ubhaaralele                 ,	उभारलेले            ,	अ	ारलेले            
kaishara                    ,	कैसर                ,	क	शारा              
thambteel                   ,	थांबतील             ,	ाांबीतल             
reed                        ,	रीड                 ,	रिय                 
ranthambor                  ,	रणथंबोर             ,	रंंाबोो             
parikashan                  ,	परिक्षण             ,	परिकाशन             
sherebajee                  ,	शेरेबाजी            ,	शेरेबाजी            
khambir                     ,	खंबीर               ,	खंबीर               
dvarapal                    ,	द्वारपाल            ,	द्वाापल             
sakriya                     ,	सक्रीय              ,	साक्िया             
bunrsh                      ,	बर्न्स              ,	बुं््               
upayogacha                  ,	उपयोगाचा            ,		पयोगाचा            
lokavirodhat                ,	लोकाविरोधात         ,	लोकवििोोात          
santaansarkhea              ,	संतांसारख्या        ,	संतााासारखे         
kaydyane                    ,	कायद्याने           ,	कायद्याने           
jodpyaane                   ,	जोडप्याने           ,	जो	प्यााने          
aluminium                   ,	अल्युमिनियम         ,	अललमममिनियम         
mahoney                     ,	महानॉय              ,	महोनने              
nivadanukeevar              ,	निवडणुकीवर          ,	निवाुुकीवर          
visakhapatnam               ,	विशाखापट्टण         ,	विसखापटट्म          
niyojanabhvnaat             ,	नियोजनभवनात         ,	नियोजनानव््ात       
masemarichey                ,	मासेमारीचे          ,	मासेमारीचे          
uttariy                     ,	उत्तरीय             ,	ूत्तरीय             
stheet                      ,	स्थीत               ,	स्ीित               
taqsi                       ,	टॅक्सी              ,	टाक्सी              
chandu                      ,	चंदू                ,	चांूू               
utpaadanaankade             ,	उत्पादनांकडे        ,	तत्पादनांकके        
prakriyeshee                ,	प्रक्रियेशी         ,	प्रक्रियेशी         
lokanunay                   ,	लोकानुनय            ,	लोकाुननय            
cables                      ,	केबल्स              ,	कब्लेस              
paalkanni                   ,	पालकान्नी           ,	पालकांनी            
feero                       ,	फेरो                ,		ीरर                
tiwari                      ,	तिवारी              ,	तीवारी              
santosheenchee              ,	संतोषींची           ,	संतोशींची           
shwift                      ,	स्विफ्ट             ,	श्विि्ट             
sattet                      ,	सत्तेत              ,	सत्तेत              
nmdc                        ,	एनएमडीसी            ,	ननममीीीस            
holt                        ,	हॉल्ट               ,	होल्ट               
ghasasathihi                ,	घासासाठीही          ,		ासाााीीही          
parker                      ,	पार्कर              ,	पारकर               
akshyamya                   ,	अक्षम्य             ,	अक्््यममय           
gray                        ,	ग्रे                ,	ग्राय               
bobi                        ,	बॉबी                ,	बोबी                
malhararav                  ,	मल्हारराव           ,	मल्हाराार           
lohatne                     ,	लोहाटने             ,	लोहततेे             
darshavla                   ,	दर्शवला             ,	दर्शवलल             
indos                       ,	इंडस                ,	आंदोोस              
radegaav                    ,	राळेगाव             ,	राेगगाव             
dalimba                     ,	डाळिंब              ,	दलिीबाा             
bhingri                     ,	भिंगरी              ,		िंगरीी             
prashasnavar                ,	प्रशासनावर          ,	प्रशासननारर         
gulchhadi                   ,	गुलछडी              ,	गुल्ाादी            
kaadhun                     ,	काढुन               ,	काधून               
buswar                      ,	बसवर                ,	बुसवरर              
shrikrishanachya            ,	श्रीकृष्णाच्या      ,	श्रीकृशिााच्या      
basato                      ,	बसतो                ,	बसतोो               
hyanneech                   ,	ह्यांनीच            ,	ह्यांनीच            
oshiwraa                    ,	ओशिवरा              ,		शिवराा             
bolaka                      ,	बोलका               ,	बोलका               
falaniche                   ,	फाळणीचे             ,	दलाीीचे             
kasavavnchya                ,	कासवांच्या          ,	कासववांच्या         
loksnkheamdhe               ,	लोकसंख्यामध्ये      ,	लोकसखखेेमध्         
kerr                        ,	केर                 ,	केरर                
darjache                    ,	दर्जाचे             ,	दर्जाचे             
paygo                       ,	पेगो                ,	पायगो               
paramparanchi               ,	परंपरांची           ,	परमपरांची           
ulagadale                   ,	उलगडले              ,		लगगले              
viknyachya                  ,	विकण्याच्या         ,	विकन्याच्या         
zapaatayaane                ,	झपाटय़ाने           ,	आपटाययाने           
drushyandekheel             ,	दृष्यंदेखील         ,	दृश्यांदेखील        
ravind                      ,	रवींद               ,	रविंद               
marchyuree                  ,	मर्च्युरी           ,	मर््यारी            
rajkarnee                   ,	राजकरणी             ,	राजकरनी             
kunaawar                    ,	कुणावर              ,	कुनाावर             
tabalet                     ,	टॅबलेट              ,	तबलले               
pakistanmadhil              ,	पाकिस्तानमधील       ,	पाकिस्तांमधील       
chandrapur                  ,	चंद्रपूर            ,	चंद्रपूर            
sadhnet                     ,	साधनेत              ,	साधनेत              
shetakaryaasaathee          ,	शेतकऱ्यासाठी       ,	शेतकार््यासााी      
nehami                      ,	नेहमी               ,	नेहमीी              
mahapurush                  ,	महापुरुष            ,	महापूरूु            
costa                       ,	कोस्टा              ,	कोस्टा              
guntawanookadaaraanmadhoon  ,	गुंतवणूकदारांमधून   ,	गुंतवलंकादरााांधनन  
silva                       ,	सिल्वा              ,	सिल्वाह             
mohor                       ,	मोहोर               ,	मोहोर               
rangavalele                 ,	रंगवलेले            ,	रांगवलेले           
padbhar                     ,	पदभार               ,	पद्ार               
phinish                     ,	फिन्निश             ,	ििनीश               
nagarikansathee             ,	नागरिकांसाठी        ,	नागरिकांसााी        
adhyapanachya               ,	अध्यापनाच्या        ,	अध्यापााच्या        
tadaphadar                  ,	तडफदार              ,	तााााार             
budaun                      ,	बुडाऊन              ,	बुआान               
narayanarawans              ,	नारायणरावांस        ,	नारायारााासस        
heechi                      ,	हीची                ,	हीची                
israni                      ,	इसरानी              ,	ीस्रानी             
aster                       ,	अस्तर               ,	अस्टर               
karyakartyanche             ,	कार्यकर्त्यांचे     ,	कार्यकर्त्यांचे     
duchaakivareel              ,	दुचाकीवरील          ,	दुचाकीवरील          
khelayacha                  ,	खेळायचा             ,	खेलायचा             
kautook                     ,	कौतूक               ,	कातुक               
ioonian                     ,	आयोनियन             ,	यूनियन              
salaavt                     ,	सलावत               ,	सलाात               
fakeera                     ,	फकिरा               ,		कीरा               
atyavastha                  ,	अत्यवस्थ            ,	अत्यवस््ा           
saraikela                   ,	सराईकेला            ,	सररकेला             
cambridge                   ,	केम्ब्रिज           ,	काम्बररिगग          
dharananmadhye              ,	धरणांमध्ये          ,	धाराांमध्ये         
khaalavat                   ,	खालावत              ,	खालता               
johnson                     ,	जॉन्सन              ,	जोहनसो              
darmyan                     ,	दरम्यान             ,	दरम्यान             
nikaalaakade                ,	निकालाकडे           ,	निकालााकेे          
sharyateet                  ,	शर्यतीत             ,	शर्यतीत             
bhooprushtaakhali           ,	भूपृष्ठाखाली        ,		ूपृृ्टाााीी        
shetakaryaanchyaakadoon     ,	शेतकऱ्यांच्याकडून  ,	शेतकार्यााच्यायाकून 
vartamanpatratoon           ,	वर्तमानपत्रातून     ,	वर्तमानत्राातून     
bharavite                   ,	भरविते              ,		रवितेे             
alpavadhitach               ,	अल्पावधीतच          ,	अल्पववधततच          
rasal                       ,	रसाळ                ,	रसाल                
tania                       ,	तानिया              ,	तानिया              
falniche                    ,	फाळणीचे             ,		लनीचे              
mays                        ,	मेस                 ,	मायस                
karyalayaat                 ,	कार्यालयात          ,	कार्यालयात          
heralda                     ,	हेराल्ड             ,	हेरलाा              
antartic                    ,	अंटार्क्टिक         ,	अंटार्टिक           
netemandali                 ,	नेतेमंडळी           ,	नेटेमंंली           
siwan                       ,	सिवान               ,	सिवान               
bhetiwar                    ,	भेटीवर              ,		ेटीवर              
atishaya                    ,	अतिशय               ,	अतिशाय              
karyalayane                 ,	कार्यालयाने         ,	कार्यालयाने         
svarakrutee                 ,	स्वराकृती           ,	स्वरकृृी            
aamlapittache               ,	आम्लपित्ताचे        ,	आमललिपत्तचचच        
novemberchya                ,	नोव्हेंबरच्या       ,	नोव्हेबरचरच्य       
shakhadhikaryavirudha       ,	शाखाधिकार्याविरुद्ध ,	शाखाििकारियविरुधध   
castro                      ,	कॅस्ट्रो            ,	कास्ट्रोो           
pinaareanvirodhaat          ,	पिणाऱ्यांविरोधात   ,	पिनारींाविरोोधात    
undershon                   ,	अँडरसन              ,	नंदरशनन             
yojatat                     ,	योजतात              ,	योजतात              
massey                      ,	मॅसे                ,	मससेय               
paddhatis                   ,	पद्धतीस             ,	पद्धतीस             
adhikaryansobat             ,	अधिकार्यांसोबत      ,	अधिकार्ययंसोोतत     
affle                       ,	अँफल                ,	आीआलललेे            
palang                      ,	पलंग                ,	पालंग               
khadyapadarthanirmitee      ,	खाद्यपदार्थनिर्मिती ,	खा््यापदर्निनार्ीी  
sasidharan                  ,	शशिधरन              ,	सािधारन             
ekjhikmyutivh               ,	एक्झिक्मयुटिव्ह     ,		ककक्मित्यिवव       
gruhkhateasaarkhea          ,	गृहखात्यासारख्या    ,	गृहखततेसारखेेे      
maalaalaa                   ,	मालाला              ,	मालाला              
baksar                      ,	बॉक्सर              ,	बक्सर               
alimpiqa                    ,	ऑलिम्पिक            ,	अलिम्पिका           
uppal                       ,	उप्पल               ,	अपपपल               
anabhishikt                 ,	अनभिषिक्त           ,	अनाििििक्त          
varshanhoon                 ,	वर्षांहून           ,	वर््ांूून           
deshatach                   ,	देशातच              ,	देशताच              
indosh                      ,	इंडस                ,	नंदोश               
hitalarala                  ,	हिटलरला             ,	हिताररला            
foam                        ,	फोम                 ,		ोम                 
kayadyas                    ,	कायद्यास            ,	कायद्यास            
seffield                    ,	शेफील्ड             ,	सियिल््             
gondar                      ,	गोंडर               ,	गोंदार              
haora                       ,	हाओरा               ,	हाराा               
putalyachee                 ,	पुतळ्याची           ,	पुतल्याची           
jaaliyanwala                ,	जालियनवाला          ,	जालियाावला          
mangalagauree               ,	मंगळागौरी           ,	मंगलागगरी           
shetakaryaannaa             ,	शेतकऱयांना         ,	शेताकर्ययांनना      
nakshalwad                  ,	नक्षलवाद            ,	नक््ाववाद           
rakhiv                      ,	राखीव               ,	रखखव                
rujnyapasun                 ,	रुजण्यापासून        ,	रुज््ायापाून        
lang                        ,	लंग                 ,	लंं                 
milatoy                     ,	मिळतोय              ,	मिलतोय              
dhunee                      ,	धुनी                ,	धुनी                
tharvilelya                 ,	ठरविलेल्या          ,		रविलेल्या          
jak                         ,	जॉक                 ,	जाक                 
icchuk                      ,	इच्छुक              ,	हक्चिक              
koraput                     ,	कोरापूट             ,	कोरापुट             
flint                       ,	फ्लिंट              ,	््लिंट              
kamarhati                   ,	कमरहाती             ,	कामारहटी            
maava                       ,	मावा                ,	मावाा               
thewanyache                 ,	ठेवण्याचे           ,		ेवन्याचे           
prakaransathi               ,	प्रकारांसाठी        ,	प्रकारांसाीी        
shanjhaya                   ,	शांघाय              ,	शांजया              
krisna                      ,	कृष्णा              ,	क्रिस्न             
jalwidyut                   ,	जलविद्युत           ,	जलविद्यूत           
kayamachi                   ,	कायमची              ,	कायमाची             
rashtradharm                ,	राष्ट्रधर्म         ,	रा््ट्रधधरमम        
gamatisheer                 ,	गमतीशीर             ,	गमतीशर              
tyaavishayee                ,	त्याविषयी           ,	त्यावििययी          
trucqs                      ,	ट्रक्स              ,	ट्रकक्स             
rugnawaahikaa               ,	रुग्णवाहिका         ,	रुग्गवाहिका         
tukadeela                   ,	तुकडीला             ,	तुकीीला             
teancheaparayantchea        ,	त्यांच्यापर्यंतच्या ,	टेंचाापररययंचच      
anuyaayancha                ,	अनुयायांचा          ,	अनुयायांचा          
pofdi                       ,	पोफळी               ,	पोद्ी               
jhinhai                     ,	झिन्हाई             ,	जिहन्हा             
talamajalyaawaracha         ,	तळमजल्यावरच         ,	तलमालल्ययावरचाा     
tagdee                      ,	तगडी                ,	ताग्ी               
shephild                    ,	शेफील्ड             ,	शेशिल्              
iron                        ,	आयर्न               ,	आयरनन               
bakaree                     ,	बकरी                ,	बकरीी               
parivarasah                 ,	परिवारासह           ,	परिवररासह           
chitrapatsrushtivar         ,	चित्रपटसृष्टीवर     ,	चित्रपटसृ्टटीवर     
shastrakriyenantar          ,	शस्त्रक्रियेनंतर    ,	शा््त्रकरिियननतर    
pahanyasathee               ,	पहाण्यासाठी         ,	पाह््यासाीी         
nivdtat                     ,	निवडतात             ,	निव्दततत            
sampavale                   ,	संपवले              ,	संपालले             
prantantoon                 ,	प्रांतांतून         ,	प्रांततंतून         
prakriyepasoon              ,	प्रक्रियेपासून      ,	प्रक्रियेपासून      
mukkamee                    ,	मुक्कामी            ,	मुक्कामी            
sangalikarankade            ,	सांगलीकरांकडे       ,	संगगीकरांकके        
vargmool                    ,	वर्गमूळ             ,	वर्गमूल             
ghanmeetar                  ,	घनमीटर              ,		नमीतर              
cherrapunji                 ,	चेरापुंजी           ,	चेरररपुंजी          
vibhagane                   ,	विभागाने            ,	वि	ागाने            
pratisthan                  ,	प्रतिष्ठान          ,	प्रतिस्	ान          
taylorsville                ,	टेलर्सव्हिल         ,	टायोर्सवललिि        
parabhavane                 ,	पराभवाने            ,	पररााानने           
afghanistancha              ,	अफगाणिस्तानचा       ,	अ	ाािस्तांचा        
prakar                      ,	प्रकार              ,	प्रकार              
juvathee                    ,	जुवाठी              ,	जुवाीी              
panandware                  ,	पानांद्वारे         ,	पानाद्वारे          
ulhaanagaraateel            ,	उल्हानगरातील        ,	लल्हागगरातील        
holeevoodamadhoon           ,	हॉलीवूडमधून         ,	होलीवूदामधून        
bashee                      ,	बशी                 ,	बाशी                
sephild                     ,	शेफील्ड             ,	सेलिल्              
gul                         ,	गूळ                 ,	गुल                 
vikricha                    ,	विक्रीचा            ,	विक्रीचा            
dharanaatahee               ,	धरणातही             ,	धाराातही            
heroon                      ,	हेरून               ,	हेरून               
maagneechyaa                ,	मागणीच्या           ,	मागनीच्या           
mashharum                   ,	मशरूम               ,	मशारूू              
maargika                    ,	मार्गिका            ,	मार्गिका            
mukhyamantryanpasun         ,	मुख्यमंत्र्यापासून  ,	मुख्यमंत्र्यांपासून 
jinkoo                      ,	जिंकू               ,	जिंकूू              
churmureacha                ,	चुरमुऱ्याच्या      ,	चुरुमररचचा          
aintartik                   ,	अंटार्क्टिक         ,	आंटरर्ििक           
salazar                     ,	सालझार              ,	सललाार              
vijetepadaachyaa            ,	विजेतेपदाच्या       ,	विजेतेपदाच्या       
vibhagala                   ,	विभागला             ,	वि	ागाा             
persanal                    ,	पर्सनल              ,	परससनल              
runey                       ,	रूनी                ,	रुने                
suffolk                     ,	सफॉल्क              ,	सुआ्लकक             
dumka                       ,	दुमका               ,	दुमका               
jyada                       ,	ज्यादा              ,	ज्यादा              
khun                        ,	खुन                 ,	खुन                 
kane                        ,	काने                ,	काने                
shetkreavarch               ,	शेतकऱ्यावरच        ,	शेतक्रेवरचच         
kukreja                     ,	कुकरेजा             ,	कुक्रेजा            
rallis                      ,	रॅली                ,	रालिस               
path                        ,	पाथ                 ,	पा                  
pinareacha                  ,	पिणाऱ्याचा         ,	पिनारेचा            
sahebanchya                 ,	साहेबांच्या         ,	साहेबांच्या         
findlay                     ,	फाइंडले             ,		िंदललय             
chatakaa                    ,	चटका                ,	चााा                
kinaryavaril                ,	किनाऱ्यावरील        ,	किनारा्यावरील       
shrilankeviruddhchyaa       ,	श्रीलंकेविरुद्धच्या ,	श्रीलंकेविरुदधध््या 
ekbal                       ,	इक्बाल              ,		कबा                
karyalayachi                ,	कार्यालयाची         ,	कार्यालयाची         
jaagaanpaikee               ,	जागांंपैकी          ,	जगाांपपकी           
hotee                       ,	होती                ,	होटी                
hivalyatil                  ,	हिवाळ्यातील         ,	हिवल्यातील          
pennington                  ,	पेनिंग्टन           ,	पेनिन्टनन           
maalta                      ,	माल्टा              ,	मालता               
hasavafasavee               ,	हसवाफसवी            ,	हसवाासााी           
sambandhanchi               ,	संबंधांची           ,	संबंधांची           
neelgay                     ,	नीलगाय              ,	निलगा               
khaalawat                   ,	खालावत              ,	खालात               
patyakar                    ,	पथ्यकर              ,	पा्ययकर             
cheenar                     ,	चिनार               ,	चिनार               
sansthetoon                 ,	संस्थेतून           ,	संस््ेतून           
awayawanna                  ,	अवयवांना            ,	अवयवाांना           
jaipur                      ,	जयपूर               ,	जापूर               
puraanmatavaadee            ,	पुराणमतवादी         ,	पुरामतत्वादी        
ranchi                      ,	रांची               ,	रांची               
motha                       ,	मोठं                ,	मो	ा                
kabadkasht                  ,	काबाडकष्ट           ,	कबब्््ट             
huhtamaki                   ,	हॅटामाकी            ,	हुत्ामककी           
vaakachaure                 ,	वाकचौरे             ,	वाकचाेर             
baithakeeteel               ,	बैठकीतील            ,	बाककीतलल            
dipmal                      ,	दिपमाळ              ,	दिपमाल              
prayogaala                  ,	प्रयोगाला           ,	प्रयोगाला           
bheteechya                  ,	भेटीच्या            ,		ेटीच्या            
vyakttincheakdey            ,	व्यक्तींच्याकडे     ,	व्यक्तिन्चेययेे     
vastraharan                 ,	वस्त्रहरण           ,	वस्त्राहरा          
mother                      ,	मदर                 ,	मोरर                
morennee                    ,	मोरेंनी             ,	मोरेननी             
prayogaanti                 ,	प्रयोगाअंती         ,	प्रयोगाततत          
turichya                    ,	तुरीच्या            ,	तुरीच्या            
chilkhat                    ,	चिलखत               ,	चिलखात              
kontahi                     ,	कोणताही             ,	कोंटहही             
yanantargat                 ,	याअंतर्गत           ,	यानंतर्गगत          
kaumudee                    ,	कौमुदी              ,	कामुुी              
maharastra                  ,	महाराष्ट्र          ,	महारास्त्र          
khatyanchi                  ,	खात्यांची           ,	खात्यांची           
crupa                       ,	कृपा                ,	क्रूपा              
matheran                    ,	माथेरान             ,	माेरर               
alexandria                  ,	अलेक्झांड्रिया      ,	अलेकेंद्रििया       
oomes                       ,	उमेश                ,	आमेस                
barshi                      ,	बार्शी              ,	बारशी               
spanish                     ,	स्पॅनिश             ,	स्पािि              
shetkreamula                ,	शेतकऱ्यामुळं       ,	शेतकररीमाुा         
jharkhand                   ,	झारखंड              ,	खरखंं               
yanchyat                    ,	यांच्यात            ,	यांच्यात            
atakav                      ,	अटकाव               ,	अटकाव               
bastil                      ,	बसतील               ,	बस््ील              
maazeech                    ,	माझीच               ,	माीीच               
bhaskar                     ,	भास्कर              ,		ासकर               
purvneababtchi              ,	पुरविण्याबाबतची     ,	पूर्व्हेबबब्ची      
bramhanat                   ,	ब्राह्मणात          ,	ब्रम्हाात           
mooresbi                    ,	मोरेस्बी            ,	मूरेसबी             
munnadenchyaa               ,	मुंनडेंच्या         ,	मुन्नदेेच््या       
bachegaav                   ,	बाचेगाव             ,	बाेगााव             
sambandhatoon               ,	संबंधातून           ,	संबंधाूून           
dilyaachee                  ,	दिल्याची            ,	दिल्याची            
vishwaamitraachyaach        ,	विश्वामित्राच्याच   ,	विश्वमित्ररच्याच    
saujanyane                  ,	सौजन्याने           ,	सजजन्याने           
tandon                      ,	टंडन                ,	तांोनन              
madathee                    ,	मदतही               ,	मदाीी               
fischer                     ,	फिशर                ,		िस्चर              
karkheleekar                ,	करखेलीकर            ,	कारखेेीरर           
nivadnukanpryantach         ,	निवडणुकांपर्यंतच    ,	निवाुुकांप्रयंततच   
tag                         ,	ताग                 ,	टाग                 
pakshaghat                  ,	पक्षाघात            ,	पक्	ाात             
redwood                     ,	रेडवुड              ,	रेववूू              
baamboona                   ,	बांबूना             ,	बामूनन              
yethey                      ,	येथे                ,	येये                
yadivashee                  ,	यादिवशी             ,	यादवशाी             
susajj                      ,	सुसज्ज              ,	सुसजजज              
kanegav                     ,	कणेगाव              ,	काेेगवव             
samiteepudhe                ,	समितीपुढे           ,	समितीपुुे           
dakhavilelaya               ,	दाखविलेल्या         ,	दाखविलेलया          
falbhaji                    ,	फळभाजी              ,		ललाजी              
machila                     ,	माचीला              ,	मचिला               
pratishtanachea             ,	प्रतिष्टानच्या      ,	प्रतिि्टनााच        
vaparasathi                 ,	वापरासाठी           ,	वापरासाीी           
dehadan                     ,	देहदान              ,	देहादन              
karvilee                    ,	करविली              ,	करविली              
khalli                      ,	खाल्ली              ,	खालली               
mitrapkshankdoonhi          ,	मित्रपक्षांकडूनही   ,	मित्रप््ककंंूनही    
takte                       ,	टाकते               ,	टक्ते               
naagavade                   ,	नागवडे              ,	नागाावे             
astitvachee                 ,	अस्तित्वाची         ,	अस्तित्वाची         
boardchya                   ,	बोर्डच्या           ,	बोर््चचया           
manassas                    ,	मानसास              ,	मननससस              
chidchid                    ,	चिडचिड              ,	चिच्िि              
hushareene                  ,	हुशारीने            ,	हुशाीने             
pasarawat                   ,	पसरवत               ,	पसरावात             
rasikaanchi                 ,	रसिकांची            ,	रसििकांची           
nasnarya                    ,	नसणाऱ्या           ,	नासारर्या           
meediyavar                  ,	मीडियावर            ,	मिदीयावर            
sahasachiv                  ,	सहसचिव              ,	सहसचवी              
taarambal                   ,	तारांबळ             ,	तररंबब              
anasold                     ,	अनसोल्ड             ,	अननल््              
sing                        ,	सिंग                ,	सिंग                
rassa                       ,	रस्सा               ,	रससा                
haley                       ,	हॅले                ,	हलले                
barauni                     ,	बाराउनी             ,	बाराीी              
kar                         ,	कार                 ,	करर                 
fatakavalya                 ,	फटकावल्या           ,		टकालललया           
anathalay                   ,	अनाथालय             ,	अनाललय              
sakat                       ,	सकट                 ,	साकात               
pahij                       ,	पाहिज               ,	पाहज                
dantale                     ,	दांताळे             ,	दांतले              
postal                      ,	पोस्टल              ,	पोस्टा              
sabhaatyaag                 ,	सभात्याग            ,	साात्याा            
rajasthan                   ,	राजस्थान            ,	राजस्ान             
hosur                       ,	हसुर                ,	होसूर               
vaish                       ,	वैष                 ,	वाश                 
kaana                       ,	काणा                ,	काना                
olyimpic                    ,	ऑलिम्पिक            ,	अल्यिमििक           
